MagicAnimationTable,itemNumber,isMapOnly,magicAnim,unk06,mapAnim,changeHP,mapFacing,mapColor,unk0F
677,0x12,0x17,0xf,0xffff,0xbffff,0xff,0xff,0xff,0xff
678,0x532,0x505,0x605,0x606,0x7070706,0x7,0x8,0x8,0x8
679,0x8,0x64,0x64,0x64,0x500064,0x50,0x0,0x50,0x0
680,0x50,0x3c,0x3c,0x3c,0x28003c,0x28,0x0,0x28,0x0
681,0x28,0x0,0x424,0x0,0x424,0x24,0x4,0x0,0x0
682,0x424,0x0,0x193,0x193,0x32b5,0x0,0x0,0x0,0x0
683,0x0,0x0,0xc,0xffff,0x1010000,0xc0,0x1,0x9e,0x1
684,0x1,0xff00,0x900,0x0,0x81c339c,0x6c,0x0,0xa3,0x6e
685,0x5b6,0xb700,0x0,0x34,0xe000001,0x44,0x2,0x12,0x0
686,0x17,0xf,0x12,0x17,0xffff000f,0xff,0xff,0xb,0x0
687,0xffff,0xffff,0x532,0x505,0x6060605,0x6,0x7,0x7,0x7
688,0x807,0x808,0x8,0x64,0x640064,0x64,0x0,0x50,0x0
689,0x50,0x50,0x50,0x3c,0x3c003c,0x3c,0x0,0x28,0x0
690,0x28,0x28,0x28,0x0,0x424,0x24,0x4,0x0,0x0
691,0x424,0x0,0x424,0x0,0x1940194,0xb8,0x33,0x0,0x0
692,0x0,0x0,0x0,0x0,0xffff000e,0x0,0x0,0x1,0x1
693,0x1c0,0x19e,0x1,0xff00,0x900,0xa0,0x33,0x1c,0x8
694,0x18,0x1ab9,0x1cba,0xbb00,0x350000,0x1,0x0,0x0,0xe
695,0x244,0x12,0x17,0xf,0x170012,0xf,0x0,0xff,0xff
696,0xffff,0xb,0xffff,0xffff,0x5050532,0x5,0x6,0x6,0x6
697,0x706,0x707,0x807,0x808,0x640008,0x64,0x0,0x64,0x0
698,0x64,0x50,0x50,0x50,0x3c0050,0x3c,0x0,0x3c,0x0
699,0x3c,0x28,0x28,0x28,0x28,0x24,0x4,0x0,0x0
700,0x424,0x0,0x424,0x0,0x424,0x95,0x1,0x95,0x1
701,0x34bc,0x0,0x0,0x0,0x0,0x10,0x0,0xff,0xff
702,0x0,0x101,0x1c0,0x19e,0xff000001,0x0,0x9,0x0,0x0
703,0x33a4,0x81c,0x50,0x5251,0xbe5400bd,0x0,0x0,0x36,0x0
704,0x1,0x200,0x244,0x12,0xf0017,0x12,0x0,0x17,0x0
705,0xf,0xffff,0xffff,0xb,0xffffffff,0x32,0x5,0x5,0x5
706,0x605,0x606,0x706,0x707,0x8080807,0x8,0x0,0x64,0x0
707,0x64,0x64,0x64,0x50,0x500050,0x50,0x0,0x3c,0x0
708,0x3c,0x3c,0x3c,0x28,0x280028,0x28,0x0,0x0,0x0
709,0x424,0x0,0x424,0x0,0x424,0x24,0x4,0x0,0x0
710,0x196,0x196,0x35bf,0x0,0x0,0x0,0x0,0x0,0x0
711,0x12,0xffff,0x0,0x101,0x19e01c0,0x1,0x0,0x0,0xff
712,0x900,0x0,0x33a8,0x81c,0x6ea3006c,0xc0,0x5,0x0,0xc1
713,0x0,0x37,0x1,0xe00,0x120244,0x17,0x0,0xf,0x0
714,0x12,0x17,0xf,0xffff,0xbffff,0xff,0xff,0xff,0xff
715,0x532,0x505,0x605,0x606,0x7070706,0x7,0x8,0x8,0x8
716,0x8,0x64,0x64,0x64,0x500064,0x50,0x0,0x50,0x0
717,0x50,0x3c,0x3c,0x3c,0x28003c,0x28,0x0,0x28,0x0
718,0x28,0x0,0x424,0x0,0x424,0x24,0x4,0x0,0x0
719,0x424,0x0,0x197,0x197,0x36c2,0x0,0x0,0x0,0x0
720,0x0,0x0,0x14,0xffff,0x1010000,0xc0,0x1,0x9e,0x1
721,0x1,0xff00,0x900,0x0,0x81c33ac,0x1,0x0,0x2,0x3
722,0x5c3,0xc400,0x0,0x38,0xe000001,0x34,0x2,0x9,0x0
723,0x13,0xf,0x9,0x13,0xffff000f,0xff,0xff,0xb,0x0
724,0xffff,0xffff,0x532,0x505,0x6060605,0x6,0x7,0x7,0x7
725,0x807,0x808,0x8,0x64,0x640064,0x64,0x0,0x50,0x0
726,0x50,0x50,0x50,0x3c,0x3c003c,0x3c,0x0,0x28,0x0
727,0x28,0x28,0x28,0x0,0x424,0x24,0x4,0x0,0x0
728,0x424,0x0,0x424,0x0,0x1980198,0xc5,0x37,0x0,0x0
729,0x0,0x0,0x0,0x0,0xffff0000,0x0,0x0,0x0,0x1
730,0x1c0,0x19e,0x1,0xff00,0x900,0xb0,0x33,0x1c,0x8
731,0x1,0x302,0x5c6,0xc700,0x390000,0x1,0x0,0x0,0x0
732,0x234,0xd,0x15,0xf,0x15000d,0xf,0x0,0xff,0xff
733,0xffff,0xb,0xffff,0xffff,0x5050532,0x5,0x6,0x6,0x6
734,0x706,0x707,0x807,0x808,0x640008,0x64,0x0,0x64,0x0
735,0x64,0x50,0x50,0x50,0x3c0050,0x3c,0x0,0x3c,0x0
736,0x3c,0x28,0x28,0x28,0x28,0x24,0x4,0x0,0x0
737,0x424,0x0,0x424,0x0,0x424,0x99,0x1,0x99,0x1
738,0x38c8,0x0,0x0,0x0,0x0,0x0,0x0,0xff,0xff
739,0x0,0x1,0x1c0,0x19e,0xff000001,0x0,0x1d,0x0,0x0
740,0x3380,0x81c,0x3c,0x3e68,0xc9,0x0,0x0,0x0,0x0
741,0x1,0x0,0x234,0xffff,0xffffffff,0xff,0xff,0xff,0xff
742,0xffff,0xffff,0xffff,0xffff,0xffffffff,0x32,0x0,0x0,0x0
743,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
744,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
745,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
746,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
747,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
748,0x0,0xffff,0x0,0x0,0x0,0x0,0x0,0x0,0xff
749,0x0,0x0,0x33b4,0x81c,0x100f000e,0xca,0x12,0x0,0x0
750,0x0,0x0,0x1,0x400,0x90234,0x13,0x0,0xf,0x0
751,0x9,0x13,0xf,0xffff,0xbffff,0xff,0xff,0xff,0xff
752,0x532,0x505,0x605,0x606,0x7070706,0x7,0x8,0x8,0x8
753,0x8,0x64,0x64,0x64,0x500064,0x50,0x0,0x50,0x0
754,0x50,0x3c,0x3c,0x3c,0x28003c,0x28,0x0,0x28,0x0
755,0x28,0x0,0x424,0x0,0x424,0x24,0x4,0x0,0x0
756,0x424,0x0,0x0,0x0,0xcb,0x0,0x0,0x0,0x0
757,0x0,0x0,0x0,0xffff,0x0,0xc0,0x1,0x9e,0x1
758,0x1,0xff00,0x900,0x0,0x81c33b8,0x1,0x0,0x2,0x3
759,0x5cc,0x0,0x0,0x0,0x4000001,0x34,0x2,0x9,0x0
760,0x13,0xf,0x9,0x13,0xffff000f,0xff,0xff,0xb,0x0
761,0xffff,0xffff,0x532,0x505,0x6060605,0x6,0x7,0x7,0x7
762,0x807,0x808,0x8,0x64,0x640064,0x64,0x0,0x50,0x0
763,0x50,0x50,0x50,0x3c,0x3c003c,0x3c,0x0,0x28,0x0
764,0x28,0x28,0x28,0x0,0x424,0x24,0x4,0x0,0x0
765,0x424,0x0,0x424,0x0,0x0,0xcd,0x0,0x0,0x0
766,0x0,0x0,0x0,0x0,0xffff0000,0x0,0x0,0x0,0x0
767,0x1c0,0x19e,0x1,0xff00,0x900,0xbc,0x33,0x1c,0x8
768,0x3c,0x3ece,0xcf,0xd000,0x3d0003,0x1,0x0,0x0,0xa
769,0x234,0x11,0x18,0xf,0x180011,0xf,0x0,0xff,0xff
770,0xffff,0xb,0xffff,0xffff,0x5050532,0x5,0x6,0x6,0x6
771,0x706,0x707,0x807,0x808,0x640008,0x64,0x0,0x64,0x0
772,0x64,0x50,0x50,0x50,0x3c0050,0x3c,0x0,0x3c,0x0
773,0x3c,0x28,0x28,0x28,0x28,0x24,0x4,0x0,0x0
774,0x424,0x0,0x424,0x0,0x424,0x9a,0x1,0x9a,0x1
775,0x39d1,0x0,0x0,0x0,0x0,0x16,0x0,0xff,0xff
776,0x0,0x1,0x1ae,0x19e,0xff000001,0x0,0x1a,0x0,0x0
777,0x33c4,0x81c,0xe,0x1072,0xd400d3d2,0x3,0x0,0x3e,0x0
778,0x1,0x800,0x234,0x11,0xf0018,0x11,0x0,0x18,0x0
779,0xf,0xffff,0xffff,0xb,0xffffffff,0x32,0x5,0x5,0x5
780,0x605,0x606,0x706,0x707,0x8080807,0x8,0x0,0x64,0x0
781,0x64,0x64,0x64,0x50,0x500050,0x50,0x0,0x3c,0x0
782,0x3c,0x3c,0x3c,0x28,0x280028,0x28,0x0,0x0,0x0
783,0x424,0x0,0x424,0x0,0x424,0x24,0x4,0x0,0x0
784,0x19b,0x19b,0x3ad5,0x0,0x0,0x0,0x0,0x0,0x0
785,0x16,0xffff,0x0,0x101,0x19e01bc,0x1,0x0,0x0,0xff
786,0x800,0x0,0x3380,0x81c,0x3020001,0xd6,0x5,0x0,0x0
787,0x0,0x0,0x1,0x0,0xffff0000,0xff,0xff,0xff,0xff
788,0xffff,0xffff,0xffff,0xffff,0xffffffff,0xff,0xff,0xff,0xff
789,0x32,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
790,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
791,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
792,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
793,0x0,0x0,0x0,0x0,0xc5,0x0,0x0,0x0,0x0
794,0x0,0x0,0x0,0xffff,0x0,0x0,0x0,0x0,0x0
795,0x0,0xff00,0x0,0x0,0x81c3380,0x1,0x0,0x2,0x3
796,0x5d7,0x0,0x0,0x0,0x1,0x0,0x0,0xff,0xff
797,0xffff,0xffff,0xffff,0xffff,0xffffffff,0xff,0xff,0xff,0xff
798,0xffff,0xffff,0x32,0x0,0x0,0x0,0x0,0x0,0x0
799,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
800,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
801,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
802,0x0,0x0,0x0,0x0,0x0,0xc5,0x0,0x0,0x0
803,0x0,0x0,0x0,0x0,0xffff0000,0x0,0x0,0x0,0x0
804,0x0,0x0,0x0,0xff00,0x0,0x80,0x33,0x1c,0x8
805,0x2e,0x3034,0xd8,0x0,0x0,0x1,0x0,0x0,0x0
806,0x0,0xffff,0xffff,0xffff,0xffffffff,0xff,0xff,0xff,0xff
807,0xffff,0xffff,0xffff,0xffff,0x32,0x0,0x0,0x0,0x0
808,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
809,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
810,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
811,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
812,0xc5,0x0,0x0,0x0,0x0,0x0,0x0,0xff,0xff
813,0x0,0x0,0x0,0x0,0xff000000,0x0,0x0,0x0,0x0
814,0x3380,0x81c,0x18,0x1a48,0xda001cd9,0x0,0x0,0x0,0x0
815,0x1,0x0,0x0,0xffff,0xffffffff,0xff,0xff,0xff,0xff
816,0xffff,0xffff,0xffff,0xffff,0xffffffff,0x32,0x0,0x0,0x0
817,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
818,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
819,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
820,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
821,0x0,0x0,0xc5,0x0,0x0,0x0,0x0,0x0,0x0
822,0x0,0xffff,0x0,0x0,0x0,0x0,0x0,0x0,0xff
823,0x0,0x0,0x3380,0x81c,0x1a480018,0xdb,0x1c,0x0,0x0
824,0x0,0x0,0x1,0x0,0xffff0000,0xff,0xff,0xff,0xff
825,0xffff,0xffff,0xffff,0xffff,0xffffffff,0xff,0xff,0xff,0xff
826,0x32,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
827,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
828,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
829,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
830,0x0,0x0,0x0,0x0,0xc5,0x0,0x0,0x0,0x0
831,0x0,0x0,0x0,0xffff,0x0,0x0,0x0,0x0,0x0
832,0x0,0xff00,0x0,0x0,0x81c3380,0x18,0x0,0x19,0x1a
833,0x1cdc,0x0,0x0,0x0,0x1,0x0,0x0,0xff,0xff
834,0xffff,0xffff,0xffff,0xffff,0xffffffff,0xff,0xff,0xff,0xff
835,0xffff,0xffff,0x32,0x0,0x0,0x0,0x0,0x0,0x0
836,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
837,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
838,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
839,0x0,0x0,0x0,0x0,0x0,0xc5,0x0,0x0,0x0
840,0x0,0x0,0x0,0x0,0xffff0000,0x0,0x0,0x0,0x0
841,0x0,0x0,0x0,0xff00,0x0,0x80,0x33,0x1c,0x8
842,0x1,0x302,0x5dd,0x0,0x0,0x1,0x0,0x0,0x0
843,0x0,0xffff,0xffff,0xffff,0xffffffff,0xff,0xff,0xff,0xff
844,0xffff,0xffff,0xffff,0xffff,0x32,0x0,0x0,0x0,0x0
845,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
846,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
847,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
848,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
849,0xc5,0x0,0x0,0x0,0x0,0x0,0x0,0xff,0xff
850,0x0,0x0,0x0,0x0,0xff000000,0x0,0x0,0x0,0x0
851,0x3380,0x81c,0x79,0x7b7a,0xdf007dde,0x0,0x0,0x0,0x0
852,0x1,0x0,0x0,0xffff,0xffffffff,0xff,0xff,0xff,0xff
853,0xffff,0xffff,0xffff,0xffff,0xffffffff,0x32,0x0,0x0,0x0
854,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
855,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
856,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
857,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
858,0x0,0x0,0xc5,0x0,0x0,0x0,0x0,0x0,0x0
859,0x0,0xffff,0x0,0x0,0x0,0x0,0x0,0x0,0xff
860,0x0,0x0,0x3380,0x81c,0x1a480018,0xe0,0x1c,0x0,0xe1
861,0x0,0x0,0x1,0x0,0xffff0000,0xff,0xff,0xff,0xff
862,0xffff,0xffff,0xffff,0xffff,0xffffffff,0xff,0xff,0xff,0xff
863,0x32,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
864,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
865,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
866,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
867,0x0,0x0,0x0,0x0,0xc5,0x0,0x0,0x0,0x0
868,0x0,0x0,0x0,0xffff,0x0,0x0,0x0,0x0,0x0
869,0x0,0xff00,0x0,0x0,0x81c3380,0x18,0x0,0x57,0x1a
870,0x1ce2,0xe300,0x0,0x0,0x1,0x0,0x0,0xff,0xff
871,0xffff,0xffff,0xffff,0xffff,0xffffffff,0xff,0xff,0xff,0xff
872,0xffff,0xffff,0x32,0x0,0x0,0x0,0x0,0x0,0x0
873,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
874,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
875,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
876,0x0,0x0,0x0,0x0,0x0,0xc5,0x0,0x0,0x0
877,0x0,0x0,0x0,0x0,0xffff0000,0x0,0x0,0x0,0x0
878,0x0,0x0,0x0,0xff00,0x0,0x80,0x33,0x1c,0x8
879,0x1,0x302,0x5e4,0x0,0x0,0x1,0x0,0x0,0x0
880,0x0,0xffff,0xffff,0xffff,0xffffffff,0xff,0xff,0xff,0xff
881,0xffff,0xffff,0xffff,0xffff,0x32,0x0,0x0,0x0,0x0
882,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
883,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
884,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
885,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
886,0xc5,0x0,0x0,0x0,0x0,0x0,0x0,0xff,0xff
887,0x0,0x0,0x0,0x0,0xff000000,0x0,0x0,0x0,0x0
888,0x3380,0x81c,0x3c,0x3e68,0xe5,0x0,0x0,0x0,0x0
889,0x1,0x0,0x0,0xffff,0xffffffff,0xff,0xff,0xff,0xff
890,0xffff,0xffff,0xffff,0xffff,0xffffffff,0x32,0x0,0x0,0x0
891,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
892,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
893,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
894,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
895,0x0,0x0,0xc5,0x0,0x0,0x0,0x0,0x0,0x0
896,0x0,0xffff,0x0,0x0,0x0,0x0,0x0,0x0,0xff
897,0x0,0x0,0x3380,0x81c,0x7be60079,0xe7,0x7d,0x0,0x0
898,0x0,0x0,0x1,0x0,0xffff0000,0xff,0xff,0xff,0xff
899,0xffff,0xffff,0xffff,0xffff,0xffffffff,0xff,0xff,0xff,0xff
900,0x32,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
901,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
902,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
903,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
904,0x0,0x0,0x0,0x0,0xc5,0x0,0x0,0x0,0x0
905,0x0,0x0,0x0,0xffff,0x0,0x0,0x0,0x0,0x0
906,0x0,0xff00,0x0,0x0,0x81c3380,0x1,0x0,0x2,0x3
907,0x5e8,0x0,0x0,0x0,0x1,0x0,0x0,0xff,0xff
908,0xffff,0xffff,0xffff,0xffff,0xffffffff,0xff,0xff,0xff,0xff
909,0xffff,0xffff,0x32,0x0,0x0,0x0,0x0,0x0,0x0
910,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
911,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
912,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
913,0x0,0x0,0x0,0x0,0x0,0xc5,0x0,0x0,0x0
914,0x0,0x0,0x0,0x0,0xffff0000,0x0,0x0,0x0,0x0
915,0x0,0x0,0x0,0xff00,0x0,0x80,0x33,0x1c,0x8
916,0x79,0x7b7a,0x7de9,0x0,0x0,0x1,0x0,0x0,0x0
917,0x0,0xffff,0xffff,0xffff,0xffffffff,0xff,0xff,0xff,0xff
918,0xffff,0xffff,0xffff,0xffff,0x32,0x0,0x0,0x0,0x0
919,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
920,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
921,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
922,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
923,0xc5,0x0,0x0,0x0,0x0,0x0,0x0,0xff,0xff
924,0x0,0x0,0x0,0x0,0xff000000,0x0,0x0,0x0,0x0
925,0x3380,0x81c,0xe,0x10ea,0x12eb,0x0,0x0,0x0,0x0
926,0x1,0x0,0x0,0xffff,0xffffffff,0xff,0xff,0xff,0xff
927,0xffff,0xffff,0xffff,0xffff,0xffffffff,0x32,0x0,0x0,0x0
928,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
929,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
930,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
931,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
932,0x0,0x0,0xc5,0x0,0x0,0x0,0x0,0x0,0x0
933,0x0,0xffff,0x0,0x0,0x0,0x0,0x0,0x0,0xff
934,0x0,0x0,0x0,0x0,0x8198d8c,0xf0,0xeb,0x1a,0x8
935,0xb69c,0x81a,0x76f4,0x81b,0x859d498,0xf8,0xe0,0xa1,0x8
936,0x863c,0x89e,0x75d0,0x81b,0x8a1e104,0x9c,0x87,0x9e,0x8
937,0x743c,0x81b,0xe160,0x8a1,0x89e8934,0x14,0x1b,0x19,0x8
938,0xeab0,0x81a,0xa140,0x81a,0x81b72d4,0x68,0xd5,0x59,0x8
939,0xe1f4,0x8a1,0x8a38,0x89e,0x81b715c,0xac,0xe2,0xa1,0x8
940,0x8b20,0x89e,0xb89c,0x818,0x81ae970,0xcc,0x8c,0x1a,0x8
941,0x6f78,0x81b,0xd6f8,0x859,0x8a1e3ac,0xc,0x8d,0x9e,0x8
942,0x6dbc,0x81b,0xe338,0x8a1,0x89e8c54,0xc,0x6a,0x1b,0x8
943,0xe3f0,0x8a1,0x8dc4,0x89e,0x81b6718,0x14,0xe4,0xa1,0x8
944,0x8e70,0x89e,0x6480,0x81b,0x8a1e450,0xe4,0x8f,0x9e,0x8
945,0x61bc,0x81b,0xe4cc,0x8a1,0x89e9140,0x54,0x51,0x18,0x8
946,0xe830,0x81a,0x7674,0x81a,0x81b5e2c,0x14,0xe5,0xa1,0x8
947,0x92b0,0x89e,0xe6f0,0x81a,0x81b5a9c,0xb8,0xe5,0xa1,0x8
948,0x94e8,0x89e,0xe5b0,0x81a,0x81b584c,0xf4,0xe5,0xa1,0x8
949,0x95e8,0x89e,0x16b8,0x818,0x81ae470,0x4,0x66,0x1a,0x8
950,0x558c,0x81b,0xe798,0x8a1,0x89e97b0,0xf4,0xa9,0x17,0x8
951,0xe330,0x81a,0x55b4,0x81a,0x81b52cc,0x60,0xe8,0xa1,0x8
952,0x9a00,0x89e,0xe1f0,0x81a,0x81b4fe4,0xb0,0xe8,0xa1,0x8
953,0x9b18,0x89e,0xe0b0,0x81a,0x81b4ccc,0x38,0xe9,0xa1,0x8
954,0x9cb4,0x89e,0x56b4,0x817,0x81adf70,0x10,0x45,0x1a,0x8
955,0x4914,0x81b,0xd800,0x859,0x8a1e974,0xa8,0x9d,0x9e,0x8
956,0xde30,0x81a,0x464c,0x81b,0x8a1e990,0x8,0x9f,0x9e,0x8
957,0xdcf0,0x81a,0x4254,0x81b,0x8a1e9f0,0x2c,0xa0,0x9e,0x8
958,0xda8,0x817,0xdbb0,0x81a,0x81a3660,0x7c,0x3e,0x1b,0x8
959,0xea08,0x8a1,0xa138,0x89e,0x81b3b08,0x44,0xea,0xa1,0x8
960,0xa1c0,0x89e,0xda70,0x81a,0x81b3870,0x6c,0xea,0xa1,0x8
961,0xa348,0x89e,0x9d54,0x816,0x81ad930,0xc0,0x1f,0x1a,0x8
962,0x35b4,0x81b,0xeaf0,0x8a1,0x89ea4a8,0xf0,0xd7,0x1a,0x8
963,0x3258,0x81b,0xee74,0x8a1,0x89ea6cc,0xb8,0x2f,0x1b,0x8
964,0xeec8,0x8a1,0xa850,0x89e,0x8165f7c,0xb0,0xd6,0x1a,0x8
965,0x1440,0x81a,0x2bc4,0x81b,0x859d678,0x58,0xef,0xa1,0x8
966,0xaacc,0x89e,0xacf0,0x89e,0x89eae2c,0xc8,0xaf,0x9e,0x8
967,0xb0bc,0x89e,0xb21c,0x89e,0x89eb340,0x4c,0xb4,0x9e,0x8
968,0xb4d4,0x89e,0x9bc,0x816,0x81ad570,0x14,0x5,0x1a,0x8
969,0x2a60,0x81b,0xf0f4,0x8a1,0x89eb574,0xec,0x28,0x1b,0x8
970,0xf100,0x8a1,0xb614,0x89e,0x81b26ec,0x10,0xf1,0xa1,0x8
971,0xb6a8,0x89e,0x24d8,0x81b,0x8a1f128,0x30,0xb7,0x9e,0x8
972,0x2300,0x81b,0xf138,0x8a1,0x89eb7dc,0x6c,0x21,0x1b,0x8
973,0xf20c,0x8a1,0xb894,0x89e,0x81b1f40,0x44,0xf3,0xa1,0x8
974,0xb97c,0x89e,0x1cd0,0x81b,0x8a1f390,0x10,0xba,0x9e,0x8
975,0xd430,0x81a,0x1a8c,0x81b,0x8a1f3c4,0xe0,0xba,0x9e,0x8
976,0x1820,0x81b,0xf3e8,0x8a1,0x89ebb80,0xc0,0x15,0x1b,0x8
977,0xf43c,0x8a1,0xbca4,0x89e,0x81b13c0,0xc0,0xf5,0xa1,0x8
978,0xbd5c,0x89e,0x1198,0x81b,0x8a1f6c4,0x2c,0xbe,0x9e,0x8
979,0xf8c,0x81b,0xf71c,0x8a1,0x89ebf14,0x40,0xd,0x1b,0x8
980,0xf764,0x8a1,0xc038,0x89e,0x81ad2f0,0x90,0xb,0x1b,0x8
981,0xf830,0x8a1,0xc1e0,0x89e,0x81b0940,0xf0,0xf8,0xa1,0x8
982,0xc298,0x89e,0x718,0x81b,0x8a1f918,0x2c,0xc3,0x9e,0x8
983,0x70c,0x81b,0xf930,0x8a1,0x89ec3b4,0xcc,0x3,0x1b,0x8
984,0xf93c,0x8a1,0xc43c,0x89e,0x81b02c4,0x70,0x2,0x1b,0x8
985,0xc5a8,0x89e,0x23c,0x81b,0x89ec66c,0xb0,0xd1,0x1a,0x8
986,0xc,0x81b,0xe568,0x8a1,0x89e9400,0xf8,0xfe,0x1a,0x8
987,0xd520,0x859,0xee28,0x8a1,0x89ea5bc,0xb0,0xfd,0x1a,0x8
988,0xfc74,0x81a,0xfb48,0x81a,0x81afa2c,0x70,0xfa,0xa1,0x8
989,0xf980,0x81a,0xf8ac,0x81a,0x81af7b0,0x4,0xf6,0x1a,0x8
990,0xfa90,0x8a1,0xf51c,0x81a,0x8a1fab0,0x34,0xf4,0x1a,0x8
991,0xfadc,0x8a1,0xf320,0x81a,0x81af220,0x70,0xd0,0x1a,0x8
992,0xf120,0x81a,0xefec,0x81a,0x81aeeec,0x30,0xcf,0x1a,0x8
993,0xed30,0x81a,0x0,0x0,0x8a39768,0xc,0x9d,0xa3,0x8
994,0x9d44,0x8a3,0x9f20,0x8a3,0x8a3a0bc,0x90,0xc8,0xa3,0x8
995,0xa1ec,0x8a3,0xa4d8,0x8a3,0x8a3a5c4,0xb0,0xa6,0xa3,0x8
996,0xa730,0x8a3,0xa990,0x8a3,0x8a3ab50,0x6c,0xab,0xa3,0x8
997,0xacb0,0x8a3,0xb528,0x8a3,0x8a3b594,0x38,0xb7,0xa3,0x8
998,0xb8e8,0x8a3,0xba64,0x8a3,0x8a3bb74,0x58,0xbd,0xa3,0x8
999,0xc898,0x8a3,0xae58,0x8a3,0x8a3b08c,0xd8,0xb1,0xa3,0x8
1000,0xb1f4,0x8a3,0xb2dc,0x8a3,0x8a3bd74,0x28,0xbf,0xa3,0x8
1001,0xc0b4,0x8a3,0xc260,0x8a3,0x8a3c3dc,0xec,0xc4,0xa3,0x8
1002,0xc6d0,0x8a3,0xc8a0,0x8a3,0x8a3b464,0x78,0xb4,0xa3,0x8
1003,0xb480,0x8a3,0xb488,0x8a3,0x8a3b490,0x98,0xb4,0xa3,0x8
